"movieId","title","genres","rating","popularity"
136,"From the Journals of Jean Seberg (1995)","Documentary",3.54716981132075,106
137,"Man of the Year (1995)","Documentary",3.30290456431535,241
138,"Neon Bible, The (1995)","Drama",3.28082191780822,146
140,"Up Close and Personal (1996)","Drama|Romance",3.31101800677483,5609
141,"Birdcage, The (1996)","Comedy",3.52258588580259,25237
144,"Brothers McMullen, The (1995)","Comedy",3.4691625189353,4621
145,"Bad Boys (1995)","Action|Comedy|Crime|Drama|Thriller",3.26040156567121,13796
146,"Amazing Panda Adventure, The (1995)","Adventure|Children",2.90049342105263,608
147,"Basketball Diaries, The (1995)","Drama",3.59505541346974,4692
148,"Awfully Big Adventure, An (1995)","Drama",2.90300546448087,366
149,"Amateur (1994)","Crime|Drama|Thriller",3.69083629893238,1124
150,"Apollo 13 (1995)","Adventure|Drama|IMAX",3.88249382941768,54695
151,"Rob Roy (1995)","Action|Drama|Romance|War",3.52967848309975,13343
152,"Addiction, The (1995)","Drama|Horror",3.09703703703704,675
153,"Batman Forever (1995)","Action|Adventure|Comedy|Crime",2.91538667738909,37305
154,"Beauty of the Day (Belle de jour) (1967)","Drama",3.80138932743922,3167
155,"Beyond Rangoon (1995)","Adventure|Drama|War",3.40467075038285,1306
156,"Blue in the Face (1995)","Comedy|Drama",3.53828439838803,1737
157,"Canadian Bacon (1995)","Comedy|War",2.79337772844987,2703
158,"Casper (1995)","Adventure|Children",2.89776239752721,14882
159,"Clockers (1995)","Crime|Drama|Mystery",3.41694352159468,2408
160,"Congo (1995)","Action|Adventure|Mystery|Sci-Fi",2.60849903784477,15590
161,"Crimson Tide (1995)","Drama|Thriller|War",3.74822109525494,25437
162,"Crumb (1994)","Documentary",3.98948689785031,6373
163,"Desperado (1995)","Action|Romance|Western",3.43146610484571,16138
164,"Devil in a Blue Dress (1995)","Crime|Film-Noir|Mystery|Thriller",3.46246973365617,4543
165,"Die Hard: With a Vengeance (1995)","Action|Crime|Thriller",3.49769228785808,38783
166,"Doom Generation, The (1995)","Comedy|Crime|Drama",2.81712626995646,689
168,"First Knight (1995)","Action|Drama|Romance",3.06648199445983,13357
169,"Free Willy 2: The Adventure Home (1995)","Adventure|Children|Drama",2.30594361188722,3937
170,"Hackers (1995)","Action|Adventure|Crime|Thriller",3.21317957166392,9105
171,"Jeffrey (1995)","Comedy|Drama",3.60724137931034,1450
172,"Johnny Mnemonic (1995)","Action|Sci-Fi|Thriller",2.73919297993239,13903
173,"Judge Dredd (1995)","Action|Crime|Sci-Fi",2.52955543189266,16173
174,"Jury Duty (1995)","Comedy",2.4530170428374,2171
175,"Kids (1995)","Drama",3.52459765910753,5468
176,"Living in Oblivion (1995)","Comedy",3.85020661157025,2420
177,"Lord of Illusions (1995)","Horror",2.88891248937978,2354
178,"Love & Human Remains (1993)","Comedy|Drama",3.38491295938104,517
179,"Mad Love (1995)","Drama|Romance",2.75059760956175,1255
180,"Mallrats (1995)","Comedy|Romance",3.57988165680473,9126
181,"Mighty Morphin Power Rangers: The Movie (1995)","Action|Children",1.97748691099476,2865
182,"Moonlight and Valentino (1995)","Drama|Romance",3.08567415730337,712
183,"Mute Witness (1994)","Comedy|Horror|Thriller",3.35748407643312,628
184,"Nadja (1994)","Drama",3.11799410029499,339
185,"Net, The (1995)","Action|Crime|Thriller",3.12247173729139,26006
186,"Nine Months (1995)","Comedy|Romance",2.87613494051346,12776
187,"Party Girl (1995)","Comedy",3.45440414507772,965
188,"Prophecy, The (1995)","Fantasy|Horror|Mystery",3.33531669865643,2605
189,"Reckless (1995)","Comedy|Fantasy",3.00728862973761,343
190,"Safe (1995)","Thriller",3.57525252525253,990
191,"Scarlet Letter, The (1995)","Drama|Romance",2.68892598775737,1797
193,"Showgirls (1995)","Drama",2.24235527544351,8568
194,"Smoke (1995)","Comedy|Drama",3.84401268834259,6305
195,"Something to Talk About (1995)","Comedy|Drama|Romance",3.094105326152,3342
196,"Species (1995)","Horror|Sci-Fi",2.83571767577463,14749
197,"Stars Fell on Henrietta, The (1995)","Drama",3.07522123893805,113
198,"Strange Days (1995)","Action|Crime|Drama|Mystery|Sci-Fi|Thriller",3.41755208333333,9600
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","Drama|Musical|Romance",3.77567737870195,1587
200,"Tie That Binds, The (1995)","Thriller",2.8323782234957,349
201,"Three Wishes (1995)","Drama|Fantasy",3.03776041666667,384
202,"Total Eclipse (1995)","Drama|Romance",2.99049881235154,421
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","Comedy",3.16121893088185,5874
204,"Under Siege 2: Dark Territory (1995)","Action",2.9380013368984,8976
205,"Unstrung Heroes (1995)","Comedy|Drama",3.51204379562044,1370
206,"Unzipped (1995)","Documentary",3.48003802281369,1052
207,"Walk in the Clouds, A (1995)","Drama|Romance",3.3743201903467,5884
208,"Waterworld (1995)","Action|Adventure|Sci-Fi",2.85770831218918,29559
209,"White Man's Burden (1995)","Drama",2.82922077922078,770
210,"Wild Bill (1995)","Western",2.88133874239351,493
211,"Browning Version, The (1994)","Drama",3.58976510067114,596
212,"Bushwhacked (1995)","Adventure|Comedy|Crime|Mystery",2.57327586206897,464
213,"Burnt by the Sun (Utomlyonnye solntsem) (1994)","Drama",4.04016477857878,1942
214,"Before the Rain (Pred dozhdot) (1994)","Drama|War",4.04682779456193,993
215,"Before Sunrise (1995)","Drama|Romance",3.86721068249258,6066
216,"Billy Madison (1995)","Comedy",3.25898018166804,9688
217,"Babysitter, The (1995)","Drama|Thriller",2.73501427212179,1051
218,"Boys on the Side (1995)","Comedy|Drama",3.28643331045527,4371
219,"Cure, The (1995)","Drama",3.61394302848576,667
220,"Castle Freak (1995)","Horror",2.40140845070423,284
222,"Circle of Friends (1995)","Drama|Romance",3.53343465045593,6251
223,"Clerks (1994)","Comedy",3.86481541060082,24866
224,"Don Juan DeMarco (1995)","Comedy|Drama|Romance",3.43651941693557,8987
225,"Disclosure (1994)","Drama|Thriller",3.28975425330813,13225
227,"Drop Zone (1994)","Action|Thriller",3.06839128613322,4774
228,"Destiny Turns on the Radio (1995)","Comedy",2.68633540372671,483
229,"Death and the Maiden (1994)","Drama|Thriller",3.56063658340048,2482
230,"Dolores Claiborne (1995)","Drama|Thriller",3.5799066026722,7709
231,"Dumb & Dumber (Dumb and Dumber) (1994)","Adventure|Comedy",2.95020962885844,35539
232,"Eat Drink Man Woman (Yin shi nan nu) (1994)","Comedy|Drama|Romance",4.02543818830464,6447
233,"Exotica (1994)","Drama",3.52373595505618,3560
234,"Exit to Eden (1994)","Comedy",2.68250150330728,3326
235,"Ed Wood (1994)","Comedy|Drama",3.65892014677617,17169
236,"French Kiss (1995)","Action|Comedy|Romance",3.30704521556257,13314
237,"Forget Paris (1995)","Comedy|Romance",3.22469726416505,6689
238,"Far From Home: The Adventures of Yellow Dog (1995)","Adventure|Children",3.16938300349243,859
239,"Goofy Movie, A (1995)","Animation|Children|Comedy|Romance",3.07462068965517,3625
240,"Hideaway (1995)","Thriller",2.90330188679245,848
241,"Fluke (1995)","Children|Drama",3.0223752151463,581
242,"Farinelli: il castrato (1994)","Drama|Musical",3.39089269612263,1109
243,"Gordy (1995)","Children|Comedy|Fantasy",2.51489361702128,470
244,"Gumby: The Movie (1995)","Animation|Children",2.35234899328859,298
245,"The Glass Shield (1994)","Crime|Drama",2.96538461538462,260
246,"Hoop Dreams (1994)","Documentary",4.00698833793288,11233
247,"Heavenly Creatures (1994)","Crime|Drama",3.82528566162919,8139
248,"Houseguest (1994)","Comedy",3.02018633540373,3220
249,"Immortal Beloved (1994)","Drama|Romance",3.67597111067734,5123
250,"Heavyweights (Heavy Weights) (1995)","Children|Comedy",3.00732984293194,955
251,"Hunted, The (1995)","Action",3.0375,400
252,"I.Q. (1994)","Comedy|Romance",3.21320930232558,10750
253,"Interview with the Vampire: The Vampire Chronicles (1994)","Drama|Horror",3.49596263728744,29227
254,"Jefferson in Paris (1995)","Drama",2.8889751552795,644
255,"Jerky Boys, The (1995)","Comedy",2.28161434977578,1115
256,"Junior (1994)","Comedy|Sci-Fi",2.69612817089453,11235
257,"Just Cause (1995)","Mystery|Thriller",3.41335044929397,3895
258,"Kid in King Arthur's Court, A (1995)","Adventure|Children|Comedy|Fantasy|Romance",2.64281674208145,1768
259,"Kiss of Death (1995)","Crime|Drama|Thriller",3.07359413202934,2045
260,"Star Wars: Episode IV - A New Hope (1977)","Action|Adventure|Sci-Fi",4.15805163059679,67092
261,"Little Women (1994)","Drama",3.59770998889174,11703
262,"Little Princess, A (1995)","Children|Drama",3.76603618421053,4864
263,"Ladybird Ladybird (1994)","Drama",3.73143564356436,404
264,"Enfer, L' (1994)","Drama",3.31626506024096,166
265,"Like Water for Chocolate (Como agua para chocolate) (1992)","Drama|Fantasy|Romance",3.92114294835981,12529
266,"Legends of the Fall (1994)","Drama|Romance|War|Western",3.49769826933162,17161
267,"Major Payne (1995)","Comedy",2.90062255014987,4337
268,"Little Odessa (1994)","Crime|Drama",3.30619111709287,743
269,"My Crazy Life (Mi vida loca) (1993)","Drama",3.47858319604613,607
270,"Love Affair (1994)","Drama|Romance",3.18356772760918,1351
271,"Losing Isaiah (1995)","Drama",3.33307573415765,1294
272,"Madness of King George, The (1994)","Comedy|Drama",3.74165964109358,8303
273,"Mary Shelley's Frankenstein (Frankenstein) (1994)","Drama|Horror|Sci-Fi",3.12603205439534,8236
274,"Man of the House (1995)","Comedy",2.86315359477124,1224
275,"Mixed Nuts (1994)","Comedy",2.72898368883312,1594
276,"Milk Money (1994)","Comedy|Romance",2.98524213503005,5658
277,"Miracle on 34th Street (1994)","Drama",3.39307256443063,10942
278,"Miami Rhapsody (1995)","Comedy",3.02474402730375,1172
279,"My Family (1995)","Drama",3.69821240799159,951
280,"Murder in the First (1995)","Drama|Thriller",3.72116301239276,5245
281,"Nobody's Fool (1994)","Comedy|Drama|Romance",3.6605198019802,4040
282,"Nell (1994)","Drama",3.40045304777595,12140
283,"New Jersey Drive (1995)","Crime|Drama",3.09465020576132,243
286,"Nemesis 2: Nebula (1995)","Action|Sci-Fi|Thriller",2.01327433628319,113
287,"Nina Takes a Lover (1994)","Comedy|Romance",3.23873873873874,333
288,"Natural Born Killers (1994)","Action|Crime|Thriller",3.2390254697622,24853
289,"Only You (1994)","Comedy|Romance",3.35789791603745,3311
290,"Once Were Warriors (1994)","Crime|Drama",3.99382716049383,4212
291,"Poison Ivy II (1996)","Drama|Thriller",2.2965367965368,693
292,"Outbreak (1995)","Action|Drama|Sci-Fi|Thriller",3.42278860569715,28014
293,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)","Action|Crime|Drama|Thriller",4.06616760450161,29856
294,"Perez Family, The (1995)","Comedy|Romance",3.17653890824623,861
295,"Pyromaniac's Love Story, A (1995)","Comedy|Romance",2.80230125523013,478
296,"Pulp Fiction (1994)","Comedy|Crime|Drama|Thriller",4.16321073194169,79091
297,"Panther (1995)","Drama",3.10516605166052,271
298,"Pushing Hands (Tui shou) (1992)","Drama",3.51394422310757,251
299,"Priest (1994)","Drama",3.72762573964497,2704
300,"Quiz Show (1994)","Drama",3.66369923828216,21399
301,"Picture Bride (Bijo photo) (1994)","Drama|Romance",3.51348547717842,482
302,"Queen Margot (Reine Margot, La) (1994)","Drama|Romance",3.7455219271155,1619
303,"Quick and the Dead, The (1995)","Action|Thriller|Western",3.03987167736022,7637
304,"Roommates (1995)","Comedy|Drama",3.19272237196766,742
305,"Ready to Wear (Pret-A-Porter) (1994)","Comedy",2.7048433048433,3510
306,"Three Colors: Red (Trois couleurs: Rouge) (1994)","Drama",4.06096960748124,8127
307,"Three Colors: Blue (Trois couleurs: Bleu) (1993)","Drama",3.97485109199206,7555
308,"Three Colors: White (Trzy kolory: Bialy) (1994)","Comedy|Drama",3.90397350993377,5738
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)","Drama",3.64055793991416,466
310,"Rent-a-Kid (1995)","Comedy",2.76550387596899,258
312,"Stuart Saves His Family (1995)","Comedy",2.6186943620178,1348
313,"Swan Princess, The (1994)","Animation|Children",3.05958747135218,1309
314,"Secret of Roan Inish, The (1994)","Children|Drama|Fantasy|Mystery",3.85188679245283,4240
315,"Specialist, The (1994)","Action|Drama|Thriller",2.9040749796251,12270
316,"Stargate (1994)","Action|Adventure|Sci-Fi",3.36047107744012,35111
317,"Santa Clause, The (1994)","Comedy|Drama|Fantasy",3.14294973778799,16971
318,"Shawshank Redemption, The (1994)","Crime|Drama",4.44171042664373,77887
319,"Shallow Grave (1994)","Comedy|Drama|Thriller",3.75746924428823,7966
320,"Suture (1993)","Film-Noir|Thriller",3.25076452599388,327
321,"Strawberry and Chocolate (Fresa y chocolate) (1993)","Drama",3.75786163522013,954
322,"Swimming with Sharks (1995)","Comedy|Drama",3.69483491337038,3059
324,"Sum of Us, The (1994)","Comedy|Drama",3.69479166666667,480
325,"National Lampoon's Senior Trip (1995)","Comedy",2.66155988857939,1077
326,"To Live (Huozhe) (1994)","Drama",4.08345120226308,1414
327,"Tank Girl (1995)","Action|Comedy|Sci-Fi",2.80538377591852,8247
328,"Tales from the Crypt Presents: Demon Knight (1995)","Horror|Thriller",3.16050854191498,2517
329,"Star Trek: Generations (1994)","Adventure|Drama|Sci-Fi",3.34674440872717,29242
330,"Tales from the Hood (1995)","Action|Crime|Horror",2.81154822335025,1576
331,"Tom & Viv (1994)","Drama",3.28758741258741,572
332,"Village of the Damned (1995)","Horror|Sci-Fi",2.7707271885132,2159
333,"Tommy Boy (1995)","Comedy",3.35322224944866,12243
334,"Vanya on 42nd Street (1994)","Drama",3.82054380664653,1655
335,"Underneath (1995)","Mystery|Thriller",3.2641975308642,405
336,"Walking Dead, The (1995)","Drama|War",2.86731391585761,309
337,"What's Eating Gilbert Grape (1993)","Drama",3.75017337956788,18745
338,"Virtuosity (1995)","Action|Sci-Fi|Thriller",2.99541380029185,4797
339,"While You Were Sleeping (1995)","Comedy|Romance",3.51119117587859,24841
340,"War, The (1994)","Adventure|Drama|War",3.37650200267023,1498
341,"Double Happiness (1994)","Drama",3.58353808353808,407
342,"Muriel's Wedding (1994)","Comedy",3.48406779661017,13275
343,"Baby-Sitters Club, The (1995)","Children",2.66565961732125,993
344,"Ace Ventura: Pet Detective (1994)","Comedy",2.98552418421662,43210
345,"Adventures of Priscilla, Queen of the Desert, The (1994)","Comedy|Drama",3.62505397702738,11579
346,"Backbeat (1993)","Drama|Musical",3.43362445414847,1145
347,"Bitter Moon (1992)","Drama|Film-Noir|Romance",3.42006172839506,1620
348,"Bullets Over Broadway (1994)","Comedy",3.6841574765801,8433
349,"Clear and Present Danger (1994)","Action|Crime|Drama|Thriller",3.67128621296655,33517
350,"Client, The (1994)","Drama|Mystery|Thriller",3.46449972761939,16521
351,"Corrina, Corrina (1994)","Comedy|Drama|Romance",3.30700156168662,3842
352,"Crooklyn (1994)","Comedy|Drama",3.2631195335277,1372
353,"Crow, The (1994)","Action|Crime|Fantasy|Thriller",3.51071554046141,17078
354,"Cobb (1994)","Drama",3.15747402078337,1251
355,"Flintstones, The (1994)","Children|Comedy|Fantasy",2.42379050155348,11265
356,"Forrest Gump (1994)","Comedy|Drama|Romance|War",4.04515597323362,81296
357,"Four Weddings and a Funeral (1994)","Comedy|Romance",3.64964758168119,28801
358,"Higher Learning (1995)","Drama",3.25333620318554,2323
359,"I Like It Like That (1994)","Comedy|Drama|Romance",3.28975265017668,283
360,"I Love Trouble (1994)","Action|Comedy",2.7350069735007,2151
361,"It Could Happen to You (1994)","Comedy|Drama|Romance",3.33301886792453,5300
362,"Jungle Book, The (1994)","Adventure|Children|Romance",3.37274358111896,8919
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)","Documentary",3.99770992366412,655
364,"Lion King, The (1994)","Adventure|Animation|Children|Drama|Musical|IMAX",3.79130361526982,41546
365,"Little Buddha (1993)","Drama",3.1671875,1920
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)","Drama|Horror|Mystery|Thriller",2.96174963396779,2732
367,"Mask, The (1994)","Action|Comedy|Crime|Fantasy",3.17974450004193,35773
368,"Maverick (1994)","Adventure|Comedy|Western",3.40163480188418,18045
369,"Mrs. Parker and the Vicious Circle (1994)","Drama",3.31216931216931,1134
370,"Naked Gun 33 1/3: The Final Insult (1994)","Action|Comedy",2.95314923983866,16115
371,"Paper, The (1994)","Comedy|Drama",3.25622004108651,4381
372,"Reality Bites (1994)","Comedy|Drama|Romance",3.25957257346394,8984
373,"Red Rock West (1992)","Thriller",3.77771587743733,3590
374,"Richie Rich (1994)","Children|Comedy",2.44267627923334,5687
375,"Safe Passage (1994)","Drama",3.27586206896552,261
376,"River Wild, The (1994)","Action|Thriller",3.29270264028943,12991
377,"Speed (1994)","Action|Romance|Thriller",3.49617670090746,43418
378,"Speechless (1994)","Comedy|Romance",3.13013411567477,2386
379,"Timecop (1994)","Action|Sci-Fi|Thriller",2.71542681942876,6197
380,"True Lies (1994)","Action|Adventure|Comedy|Romance|Thriller",3.50169644876725,48631
381,"When a Man Loves a Woman (1994)","Drama|Romance",3.40782624304434,5571
382,"Wolf (1994)","Drama|Horror|Romance|Thriller",3.04824710687543,5876
383,"Wyatt Earp (1994)","Western",3.2003360716953,5356
384,"Bad Company (1995)","Action|Crime|Drama",2.98748435544431,799
385,"Man of No Importance, A (1994)","Drama",3.55639097744361,133
386,"S.F.W. (1994)","Drama",2.81536388140162,371
387,"Low Down Dirty Shame, A (1994)","Action|Comedy",2.67196132596685,724
388,"Boys Life (1995)","Drama",3.56151142355009,569
389,"Colonel Chabert, Le (1994)","Drama|Romance|War",3.48798076923077,208
390,"Faster Pussycat! Kill! Kill! (1965)","Action|Crime|Drama",3.4186320754717,848
391,"Jason's Lyric (1994)","Crime|Drama",3.16705069124424,434
392,"Secret Adventures of Tom Thumb, The (1993)","Adventure|Animation",3.29609929078014,282
393,"Street Fighter (1994)","Action|Adventure|Fantasy",1.91366432337434,2276
394,"Coldblooded (1995)","Comedy",3.33687943262411,141
405,"Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)","Action|Fantasy",2.45400159532039,3761
407,"In the Mouth of Madness (1995)","Horror|Thriller",3.15664556962025,1896
408,"8 Seconds (1994)","Drama",3.23953823953824,693
409,"Above the Rim (1994)","Crime|Drama",3.03763440860215,465
410,"Addams Family Values (1993)","Children|Comedy|Fantasy",2.99464738711314,19710
411,"Martin Lawrence: You So Crazy (1994)","Comedy|Documentary",2.8135593220339,118
412,"Age of Innocence, The (1993)","Drama",3.55464770797963,4712
413,"Airheads (1994)","Comedy",2.81195764082953,6799
